flower,'Helleborus orientalis',TRUE,08/05/2014,0.10362,0.10775,0.11496,0.12554,0.13552,0.14058,0.14405,0.14588,0.14617,0.14572,0.14343,0.14158,0.14080,0.14458,0.15304,0.16185,0.16603,0.16633,0.16597,0.16603,0.16784,0.16968,0.17432,0.18512,0.20101,0.22304,0.25429,0.28885,0.32439,0.35704,0.38269,0.39961,0.40815,0.41051,0.41334,0.41454,0.41049,0.40371,0.39349,0.37854,0.36586,0.35375,0.34588,0.34080,0.33610,0.32923,0.32282,0.31066,0.29890,0.29533,0.29308,0.29118,0.27842,0.25666,0.23612,0.22150,0.21046,0.18838,0.16771,0.15695,0.15790,0.17621,0.23618,0.32412,0.40962,0.47928,0.53475,0.57647,0.60429,0.62942,0.64889,0.65935,0.67852,0.68330,0.67251,0.67530,0.67303,0.67551,0.66689,0.67654,0.67922 
flower,'Calendula officinalis',TRUE,09/12/2014,0.04952,0.05465,0.06827,0.08054,0.09452,0.09884,0.10377,0.10620,0.10192,0.09215,0.09025,0.09117,0.08726,0.08233,0.07586,0.07288,0.07559,0.08425,0.09122,0.08910,0.08383,0.08252,0.08803,0.10581,0.13756,0.17500,0.22047,0.25466,0.27406,0.28538,0.28689,0.28648,0.28460,0.28413,0.28003,0.28635,0.28841,0.29510,0.30649,0.32291,0.33967,0.35490,0.38587,0.40729,0.42938,0.45524,0.48339,0.50950,0.53427,0.56197,0.58482,0.60716,0.62219,0.62888,0.64703,0.65707,0.66388,0.66728,0.66250,0.66571,0.67034,0.66683,0.66577,0.67407,0.67069,0.67772,0.69918,0.68798,0.67175,0.69441,0.68298,0.68505,0.68286,0.68277,0.68673,0.65266,0.69035,0.68470,0.68179,0.69321,0.67676 
flower,'Cosmos sulphureus',TRUE,03/10/2014,0.00298,0.00348,0.00295,0.00350,0.00336,0.00382,0.00401,0.00392,0.00390,0.00422,0.00392,0.00402,0.00390,0.00402,0.00406,0.00398,0.00395,0.00380,0.00401,0.00382,0.00383,0.00391,0.00376,0.00372,0.00375,0.00375,0.00385,0.00387,0.00420,0.00472,0.00563,0.00797,0.01304,0.02244,0.03757,0.05773,0.08141,0.10176,0.11849,0.13305,0.14341,0.14890,0.15632,0.15991,0.16160,0.16425,0.16522,0.16608,0.16810,0.16843,0.17006,0.16991,0.17047,0.17035,0.17225,0.17109,0.17133,0.16895,0.16823,0.16850,0.16706,0.16683,0.16864,0.16902,0.17093,0.17220,0.17341,0.17495,0.17385,0.17411,0.17437,0.17095,0.17069,0.17545,0.17061,0.17487,0.17485,0.17178,0.17083,0.16924,0.17655 
flower,'Dianthus caryophyllus',TRUE,16/05/2014,0.03305,0.02982,0.02861,0.03085,0.03570,0.03739,0.03984,0.04133,0.04402,0.04948,0.06033,0.07944,0.11058,0.15304,0.20410,0.26526,0.32395,0.38426,0.43545,0.48039,0.51568,0.54465,0.56553,0.58264,0.59570,0.60492,0.60839,0.61185,0.61108,0.60894,0.61067,0.61373,0.61659,0.62078,0.62740,0.63703,0.64708,0.66298,0.67207,0.69226,0.70908,0.71587,0.73256,0.74061,0.74568,0.75088,0.75412,0.75945,0.76294,0.76741,0.76692,0.77266,0.76953,0.77426,0.77071,0.77292,0.77334,0.77222,0.76810,0.76434,0.76281,0.75837,0.76603,0.76833,0.77569,0.77304,0.77989,0.77918,0.77919,0.77532,0.78272,0.77486,0.78226,0.78659,0.77133,0.77390,0.76743,0.77652,0.76909,0.77874,0.77615 
flower,'Eschscholzia californica',TRUE,05/06/2014,0.16441,0.06113,0.03451,0.02300,0.02094,0.01708,0.01807,0.01604,0.01551,0.01543,0.01470,0.01447,0.01387,0.01376,0.01352,0.01336,0.01296,0.01340,0.01309,0.01350,0.01307,0.01313,0.01412,0.01323,0.01424,0.01444,0.01559,0.01595,0.01590,0.01946,0.02499,0.04342,0.08473,0.15501,0.25411,0.36036,0.45172,0.52808,0.57988,0.62460,0.66331,0.68241,0.70226,0.71515,0.72944,0.73667,0.74255,0.75013,0.75730,0.76269,0.77283,0.77743,0.77453,0.77494,0.78226,0.77518,0.79244,0.78419,0.79310,0.78518,0.79276,0.78298,0.78340,0.78783,0.79389,0.78208,0.79729,0.78941,0.79745,0.78882,0.79966,0.78759,0.81201,0.81632,0.79171,0.78786,0.78959,0.81065,0.78990,0.81135,0.83940 
flower,'Gerbera jamesonii',TRUE,16/05/2014,0.01947,0.01496,0.01584,0.01980,0.02450,0.02974,0.03512,0.03825,0.03971,0.03991,0.04060,0.04024,0.03956,0.03852,0.03785,0.03765,0.03747,0.03822,0.03814,0.03747,0.03614,0.03566,0.03635,0.03856,0.04291,0.05021,0.06157,0.07752,0.09530,0.11189,0.12633,0.13882,0.14941,0.16040,0.17287,0.18716,0.20537,0.22598,0.25058,0.27983,0.30991,0.33713,0.37088,0.39979,0.43094,0.45244,0.47160,0.48827,0.50139,0.51342,0.52382,0.53217,0.53449,0.53949,0.54381,0.54337,0.54030,0.54326,0.53896,0.53970,0.53930,0.53996,0.54020,0.54363,0.55092,0.54944,0.55292,0.55366,0.55627,0.54942,0.55396,0.54931,0.55224,0.55423,0.54530,0.54674,0.54026,0.54222,0.54369,0.55055,0.55359 
flower,'Hemerocallis fulva',TRUE,01/08/2014,0.10895,0.10218,0.09392,0.08297,0.07454,0.06710,0.06012,0.05556,0.05229,0.04999,0.04913,0.04949,0.05068,0.05070,0.05111,0.05085,0.04964,0.04817,0.04499,0.04178,0.03826,0.03499,0.03299,0.03208,0.03193,0.03264,0.03421,0.03675,0.04055,0.04554,0.05202,0.05992,0.06998,0.08119,0.09537,0.11051,0.12697,0.14482,0.16348,0.18096,0.19932,0.21677,0.23472,0.25032,0.26368,0.27749,0.28830,0.29950,0.31034,0.32010,0.32823,0.33759,0.34333,0.34701,0.35066,0.35181,0.35465,0.35251,0.35162,0.34883,0.35094,0.35115,0.35890,0.36613,0.37222,0.37583,0.38186,0.38050,0.38188,0.38155,0.38397,0.38009,0.38538,0.38262,0.37577,0.37661,0.38267,0.37926,0.37577,0.38383,0.39084 
flower,'Lilium lancifolium',TRUE,25/07/2014,0.14720,0.07743,0.06206,0.06533,0.06345,0.06177,0.05510,0.05144,0.04719,0.04135,0.03720,0.03437,0.03145,0.02935,0.02791,0.02627,0.02557,0.02494,0.02374,0.02333,0.02310,0.02277,0.02305,0.02331,0.02466,0.02501,0.02678,0.02699,0.02851,0.03028,0.03279,0.03668,0.04202,0.05175,0.06407,0.07965,0.10016,0.12344,0.14596,0.17573,0.20181,0.22121,0.24549,0.26394,0.28021,0.29158,0.30523,0.31006,0.31661,0.32695,0.33271,0.33848,0.33888,0.34417,0.34618,0.34827,0.35356,0.35168,0.35241,0.35575,0.35706,0.35972,0.35667,0.36037,0.37040,0.37184,0.37026,0.37417,0.36113,0.37583,0.37634,0.37543,0.38719,0.39505,0.38079,0.39197,0.39225,0.37820,0.38844,0.41409,0.40315 
flower,'Papaver dubium L.',TRUE,15/05/2014,0.18818,0.17576,0.16032,0.15134,0.14278,0.13382,0.12601,0.11901,0.11298,0.10946,0.10625,0.10533,0.10578,0.10731,0.10645,0.10468,0.10070,0.09461,0.08751,0.08054,0.07505,0.06873,0.06432,0.06169,0.06025,0.06043,0.06152,0.06386,0.06839,0.07426,0.08205,0.09285,0.10561,0.12141,0.14232,0.16669,0.19603,0.22878,0.26544,0.30512,0.35326,0.39458,0.43722,0.47554,0.50818,0.53499,0.55707,0.57227,0.58498,0.59758,0.60653,0.61458,0.61633,0.61712,0.62110,0.62052,0.62171,0.62054,0.61248,0.60892,0.61213,0.60570,0.60746,0.61096,0.61662,0.61518,0.62537,0.62418,0.62697,0.61982,0.62275,0.62479,0.62247,0.62912,0.61869,0.62571,0.61789,0.61901,0.61242,0.62685,0.62417 
flower,'Portulaca grandiflora',TRUE,30/07/2014,0.26714,0.20226,0.15989,0.13381,0.11206,0.10096,0.08980,0.07943,0.07293,0.06606,0.06147,0.05755,0.05264,0.05115,0.04844,0.04774,0.04677,0.04713,0.04814,0.04821,0.04893,0.05106,0.05612,0.06831,0.08667,0.11222,0.13173,0.14697,0.15325,0.15268,0.15256,0.15053,0.15213,0.15355,0.15760,0.16410,0.17230,0.18665,0.19948,0.22072,0.24262,0.26773,0.30084,0.33477,0.37006,0.40627,0.43900,0.46816,0.49668,0.52248,0.53954,0.55903,0.56798,0.58042,0.58295,0.58034,0.58728,0.59245,0.58567,0.57616,0.58128,0.58538,0.59865,0.60862,0.62826,0.62404,0.62589,0.63607,0.63108,0.63802,0.63585,0.64554,0.65531,0.64452,0.64908,0.64506,0.66764,0.65113,0.65575,0.67014,0.67195 
flower,'Rosa chinensis',TRUE,16/05/2014,0.03414,0.03459,0.04092,0.04937,0.06028,0.06979,0.07622,0.07928,0.07912,0.07976,0.08085,0.08224,0.08214,0.08032,0.07849,0.08096,0.08441,0.08877,0.09204,0.09087,0.08849,0.09100,0.09875,0.10718,0.11616,0.12917,0.14616,0.16322,0.17934,0.19191,0.20357,0.21327,0.22113,0.22959,0.23996,0.25022,0.26311,0.28081,0.29246,0.30885,0.32380,0.33423,0.34894,0.35867,0.36816,0.37647,0.38340,0.39286,0.39899,0.40638,0.41313,0.41992,0.42547,0.42547,0.42921,0.42932,0.43513,0.43566,0.43364,0.43487,0.43405,0.43352,0.43466,0.43711,0.43892,0.44016,0.44431,0.44202,0.43960,0.43734,0.44267,0.43830,0.44287,0.44165,0.43526,0.43577,0.43742,0.44134,0.43870,0.43763,0.44020 
flower,'Abelia uniflora',TRUE,07/11/2014,0.00000,0.00418,0.00820,0.01688,0.02006,0.03281,0.04476,0.05997,0.07407,0.08960,0.09866,0.10829,0.11697,0.12175,0.12089,0.12358,0.12276,0.12087,0.11969,0.11558,0.11033,0.10712,0.10221,0.09894,0.09442,0.09070,0.08499,0.08071,0.07606,0.07360,0.07097,0.06806,0.06802,0.06636,0.06534,0.06608,0.06622,0.06629,0.07003,0.07189,0.07427,0.07697,0.08188,0.08601,0.08951,0.10025,0.10648,0.11755,0.12570,0.13496,0.14783,0.15693,0.16598,0.17366,0.17949,0.17839,0.18268,0.18673,0.18677,0.19045,0.18278,0.18880,0.19308,0.18798,0.18975,0.19144,0.19533,0.19478,0.19040,0.19128,0.18924,0.18760,0.19057,0.18827,0.18454,0.17714,0.18042,0.17364,0.18193,0.20462,0.17988 
flower,'Begonia cucullata',TRUE,03/10/2014,0.07172,0.05249,0.04656,0.05680,0.07004,0.08532,0.09659,0.10599,0.11508,0.11620,0.11713,0.11558,0.11557,0.10965,0.10721,0.10601,0.10283,0.09933,0.09483,0.08841,0.08312,0.07635,0.07090,0.06448,0.05818,0.05320,0.04852,0.04633,0.04553,0.04326,0.04165,0.04415,0.04523,0.04878,0.04998,0.05566,0.06144,0.07019,0.08334,0.09687,0.11799,0.14400,0.17221,0.20340,0.23978,0.27113,0.29480,0.32330,0.34289,0.35309,0.36714,0.37456,0.37756,0.38224,0.38846,0.38197,0.38136,0.38255,0.37800,0.37827,0.37835,0.37816,0.38044,0.38851,0.39126,0.38111,0.38914,0.38641,0.38608,0.38760,0.39501,0.39685,0.38496,0.40078,0.38520,0.38021,0.40212,0.39180,0.37763,0.37050,0.39899 
flower,'Begonia grandis',TRUE,09/10/2014,0.04087,0.02262,0.01769,0.01788,0.02311,0.03221,0.04131,0.05073,0.05689,0.06366,0.06622,0.07017,0.06943,0.06959,0.06846,0.06980,0.06851,0.06712,0.06677,0.06667,0.06533,0.06321,0.05999,0.05877,0.05614,0.05575,0.05358,0.05355,0.05366,0.05181,0.05131,0.05142,0.05227,0.05310,0.05284,0.05403,0.05639,0.05856,0.06395,0.06917,0.07432,0.08253,0.09340,0.10520,0.11343,0.12577,0.13045,0.13822,0.14021,0.14400,0.14702,0.14607,0.14638,0.14673,0.14572,0.14537,0.14839,0.14733,0.14519,0.14162,0.14415,0.14441,0.15327,0.15179,0.15980,0.15472,0.15904,0.16301,0.16069,0.15858,0.15948,0.16008,0.16398,0.15644,0.16130,0.15688,0.16677,0.15741,0.15889,0.15886,0.17795 
flower,'Brugmansia suaveolens',TRUE,03/10/2014,0.05219,0.05400,0.06342,0.08170,0.10662,0.13070,0.15912,0.18601,0.20682,0.22162,0.23386,0.24539,0.25671,0.26064,0.25853,0.25846,0.25888,0.25955,0.25969,0.25868,0.25740,0.25483,0.25528,0.25620,0.25876,0.26129,0.26383,0.26287,0.26360,0.26365,0.26582,0.27283,0.27831,0.28371,0.28565,0.28345,0.27993,0.28019,0.28218,0.29343,0.30929,0.32385,0.34727,0.36554,0.38185,0.39759,0.40915,0.42021,0.42578,0.43436,0.43586,0.44319,0.44256,0.43977,0.43833,0.43953,0.44255,0.44101,0.43961,0.43491,0.43622,0.43431,0.43526,0.43745,0.44132,0.44125,0.44273,0.44711,0.44844,0.44208,0.44614,0.44569,0.44437,0.44848,0.44583,0.44310,0.43876,0.44201,0.43706,0.44527,0.43960 
flower,'Camellia japonica',TRUE,05/11/2014,0.25353,0.26177,0.26746,0.27601,0.28340,0.28735,0.29103,0.29173,0.29301,0.29468,0.29612,0.30047,0.30576,0.30820,0.30640,0.30826,0.30660,0.30489,0.30370,0.29916,0.29462,0.28781,0.27990,0.27435,0.26629,0.25923,0.25374,0.24698,0.24152,0.23840,0.23659,0.23685,0.23756,0.24133,0.24822,0.25657,0.26882,0.28311,0.30077,0.32175,0.34339,0.36162,0.38088,0.39534,0.40635,0.41320,0.42090,0.42795,0.43113,0.43531,0.43850,0.44251,0.44114,0.43928,0.44128,0.44210,0.44034,0.44203,0.44170,0.43969,0.43843,0.43656,0.44036,0.44083,0.44407,0.44592,0.44511,0.44943,0.44756,0.44287,0.44634,0.44371,0.44913,0.44266,0.43805,0.43673,0.43868,0.42951,0.43152,0.43335,0.43301 
flower,'Camellia sasanqua',TRUE,06/12/2013,0.00000,0.00000,0.06720,0.08683,0.11454,0.14208,0.16465,0.18008,0.18892,0.19343,0.19255,0.19062,0.18735,0.18422,0.17938,0.17572,0.17118,0.16756,0.16052,0.15380,0.14555,0.13609,0.12640,0.11693,0.10816,0.09983,0.09423,0.08827,0.08385,0.08107,0.07899,0.07819,0.07816,0.07828,0.07983,0.08188,0.08692,0.09459,0.10577,0.12210,0.14621,0.17345,0.21112,0.25292,0.29627,0.33905,0.38026,0.42099,0.46236,0.50197,0.53561,0.56534,0.59173,0.61399,0.63387,0.64902,0.66626,0.67825,0.68714,0.68956,0.69646,0.69631,0.70119,0.70289,0.70907,0.71383,0.71868,0.72241,0.72525,0.72112,0.72265,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 
flower,'Camellia sasanqua Shishigashira',TRUE,10/12/2013,0.00000,0.00000,0.05673,0.07850,0.10487,0.13336,0.15569,0.17068,0.17926,0.18140,0.17977,0.17675,0.17310,0.16832,0.16399,0.15946,0.15486,0.14989,0.14353,0.13662,0.12895,0.11992,0.11062,0.10274,0.09461,0.08753,0.08147,0.07645,0.07277,0.06980,0.06837,0.06688,0.06695,0.06734,0.06874,0.07069,0.07520,0.08261,0.09262,0.11033,0.13477,0.16502,0.20547,0.25260,0.30341,0.35359,0.39864,0.44280,0.48147,0.51455,0.53979,0.56025,0.57528,0.58652,0.59770,0.60417,0.61029,0.61369,0.61141,0.61363,0.61189,0.61390,0.61556,0.61527,0.62243,0.62309,0.62923,0.62988,0.62843,0.62544,0.62941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 
flower,'Celosia argentea',TRUE,09/09/2014,0.05710,0.04705,0.04914,0.06171,0.07716,0.08876,0.10544,0.11589,0.12468,0.12715,0.12662,0.12872,0.12905,0.12596,0.12639,0.12558,0.12322,0.12272,0.12008,0.11674,0.10995,0.10689,0.09983,0.09712,0.09416,0.09019,0.08745,0.08334,0.08241,0.07830,0.07490,0.07354,0.07198,0.07310,0.07099,0.07359,0.07519,0.07808,0.08437,0.09031,0.09911,0.10881,0.12333,0.13935,0.16710,0.19059,0.22055,0.24758,0.26754,0.29280,0.31011,0.32651,0.33491,0.33879,0.33261,0.33281,0.33000,0.31327,0.29737,0.28984,0.28688,0.29232,0.32745,0.35956,0.38740,0.40835,0.40724,0.42943,0.42728,0.42033,0.42983,0.43150,0.44724,0.43258,0.42580,0.42398,0.43935,0.42788,0.41542,0.46100,0.44072 
flower,'Cerasus yedoensis (pale pink region)',TRUE,30/03/2021,0.15820,0.157015143,0.185511529,0.231607887,0.280812695,0.322641129,0.354920287,0.381230728,0.399235143,0.410241641,0.417307957,0.421086362,0.425610989,0.425146448,0.426662622,0.428756795,0.428946227,0.429678134,0.427570752,0.426580374,0.4237826,0.419028144,0.41463489,0.409377786,0.40308931,0.39568028,0.389508779,0.384042448,0.377696445,0.373759739,0.36825341,0.365630583,0.361956218,0.359836376,0.360572221,0.361263586,0.365373574,0.369443669,0.376412415,0.381945848,0.387164559,0.393657217,0.400781288,0.40623112,0.414830224,0.422455364,0.431790925,0.440178957,0.446386027,0.454505658,0.4613311,0.4637112,0.46794511,0.470821825,0.471751718,0.473024621,0.474929871,0.474529956,0.47581659,0.475154059,0.476430277,0.476286034,0.474864464,0.475534704,0.477225452,0.475458095,0.476683727,0.476172473,0.476398489,0.476432834,0.477239963,0.476378166,0.478621867,0.475997458,0.476326382,0.479773194,0.477011954,0.474498614,0.475192291,0.477260156,0.476592475
flower,'Cerasus yedoensis (pink region)',TRUE,30/03/2021,0.11101,0.116866121,0.141630207,0.177807558,0.210827731,0.239946666,0.26289427,0.281365299,0.292944994,0.299286721,0.302317621,0.303373902,0.304563237,0.304567174,0.302569738,0.302604219,0.302560197,0.301538525,0.29888318,0.295347199,0.289397459,0.283007099,0.274367979,0.26505382,0.2556126,0.245927074,0.236651082,0.229048582,0.220836573,0.215520194,0.209122395,0.207077887,0.203513188,0.201063651,0.203266161,0.206885472,0.213454726,0.221025779,0.2311916,0.241578592,0.252514639,0.262376013,0.274654122,0.286482467,0.300919978,0.314860785,0.331589809,0.346309469,0.359870006,0.373903233,0.386632367,0.395829769,0.403326034,0.408359283,0.412621124,0.417824718,0.423598134,0.426064368,0.430636568,0.433035796,0.43503473,0.436174261,0.436866413,0.436455802,0.436536735,0.435205548,0.434025297,0.432691602,0.434981074,0.433960118,0.433833888,0.433518833,0.434184551,0.434953045,0.435531273,0.436929756,0.436001464,0.432313464,0.433702523,0.437943936,0.436442888
flower,'Clarkia pulchella',TRUE,04/06/2014,0.22756,0.19842,0.20198,0.20861,0.21919,0.23064,0.23564,0.23574,0.23595,0.23470,0.23170,0.23022,0.22479,0.21664,0.20981,0.20182,0.19016,0.17908,0.16494,0.14548,0.13086,0.11576,0.10002,0.08688,0.07393,0.06517,0.05731,0.05094,0.04627,0.04195,0.04031,0.03829,0.03769,0.03827,0.03989,0.04073,0.04316,0.04808,0.05315,0.06301,0.07699,0.09427,0.11936,0.14691,0.18026,0.21150,0.24277,0.27296,0.29564,0.31878,0.33918,0.35627,0.37583,0.39223,0.41374,0.43067,0.45482,0.46862,0.47195,0.48289,0.49092,0.49415,0.49874,0.49744,0.50400,0.51290,0.51671,0.51162,0.50769,0.50859,0.50856,0.51876,0.52168,0.51991,0.52110,0.52643,0.51559,0.51518,0.52040,0.51694,0.52149 
